"Name,Ticker/Code,발행사,자산,전략,세부전략,지역,추적배수,거래대금(백만),시가총액(백만)"
"WON K-글로벌수급상위,0088N0,우리자산운용,주식,퀀트,혼합,국내,일반,908.443236,45409"
"HANARO 글로벌생성형AI액티브,461340,엔에이치아문디자산운용,주식,테마,로보틱스 & AI,글로벌,일반,303.665147,45186"
"KoAct 코리아밸류업액티브,495230,삼성액티브자산운용,주식,시장대표,-,국내,일반,395.044615,45072"
"TIGER 반도체TOP10레버리지,488080,미래에셋자산운용,주식,섹터,반도체,국내,2X 레버리지,4867.583678,44523.75"
"RISE 금융채액티브,336160,케이비자산운용,채권,회사채,중기,국내,일반,997.068775,44393.2"
"TIGER 구리실물,160580,미래에셋자산운용,원자재,금속,구리,글로벌,일반,876.977526,44339.5"
"PLUS 국고채10년액티브,461460,한화자산운용,채권,국공채,장기,국내,일반,4.94092,44326.9"
"PLUS 글로벌원자력밸류체인,0007G0,한화자산운용,주식,테마,원자력,글로벌,일반,2147.389101,44210.5"
"KIWOOM 통안채1년,122260,키움투자자산운용,채권,국공채,단기,국내,일반,333.17225,44154.6"
"KODEX 차이나심천ChiNext(합성),256750,삼성자산운용,주식,시장대표,-,중국,일반,7933.108639,43659.81"
"DAISHIN343 K200,434960,대신자산운용,주식,시장대표,-,국내,일반,15.72061,43371"
"KODEX 200ESG,337160,삼성자산운용,주식,스타일,ESG,국내,일반,49.514875,43056"
"PLUS 글로벌방산,496770,한화자산운용,주식,테마,방산,글로벌,일반,1917.609895,43016.75"
"KODEX 미국S&P500금융,453650,삼성자산운용,주식,섹터,금융,미국,일반,206.256235,42895"
"KODEX 미국러셀2000(H),280930,삼성자산운용,주식,시장대표,-,미국,일반,294.784536,42870"
"ACE 5월만기자동연장회사채AA-이상액티브,475270,한국투자신탁운용,채권,회사채,단기,국내,일반,1.504465,42697.85"
"1Q 미국메디컬AI,0083S0,하나자산운용,주식,테마,로보틱스 & AI,미국,일반,1387.358245,42568.5"
"KODEX 미국S&P500산업재(합성),200030,삼성자산운용,주식,섹터,산업재,미국,일반,825.135975,42285.375"
"RISE TDF2050액티브,442570,케이비자산운용,혼합자산,자산배분,TDF,글로벌,일반,511.643926,42251.25"
"TIGER 인버스,123310,미래에셋자산운용,주식,시장대표,-,국내,1X 인버스,1114.873158,42007"
"WON 반도체밸류체인액티브,474590,우리자산운용,주식,섹터,반도체,국내,일반,1492.689205,42000"
"WON 미국S&P500,444490,우리자산운용,주식,시장대표,-,미국,일반,370.8468,41653.75"
"ACE 글로벌자율주행액티브,414270,한국투자신탁운용,주식,테마,2차전지(배터리),글로벌,일반,9764.78747,41602"
"TIGER 차이나항셍테크레버리지(합성 H),438320,미래에셋자산운용,주식,테마,빅테크,중국,2X 레버리지,974.090615,41371.6"
"KoAct 미국나스닥성장기업액티브,0015B0,삼성액티브자산운용,주식,시장대표,-,미국,일반,328.55273,40315.5"
"SOL 한국원자력SMR,0092B0,신한자산운용,주식,테마,원자력,국내,일반,3063.339663,39950"
"KoAct 팔란티어밸류체인액티브,0093D0,삼성액티브자산운용,주식,테마,로보틱스 & AI,미국,일반,597.864654,39637.5"
"ACE 미국배당퀄리티,0046Y0,한국투자신탁운용,주식,스타일,배당,미국,일반,293.952989,38967.75"
"RISE 중국본토CSI300,463300,케이비자산운용,주식,시장대표,-,중국,일반,73.507749,38820"
"HANARO 글로벌금채굴기업,473640,엔에이치아문디자산운용,주식,섹터,소재,글로벌,일반,4973.49691,38752"
"WON 단기국공채액티브,458030,우리자산운용,채권,국공채,단기,국내,일반,71.96626,37803.24"
"RISE 컨택트대표,388280,케이비자산운용,주식,테마,기타,국내,일반,17.51376,37621.1"
"ACE 인도네시아MSCI(합성),256440,한국투자신탁운용,주식,시장대표,-,인도네시아,일반,267.911497,37215"
"TIGER 200 헬스케어,227540,미래에셋자산운용,주식,섹터,헬스케어,국내,일반,1650.42488,37014"
"1Q 코리아밸류업,495330,하나자산운용,주식,시장대표,-,국내,일반,33.488955,36949.5"
"HANARO Fn K-뉴딜디지털플러스,368190,엔에이치아문디자산운용,주식,테마,뉴딜,국내,일반,7.27126,36871.5"
"KODEX 차이나2차전지MSCI(합성),419430,삼성자산운용,주식,테마,2차전지(배터리),중국,일반,2627.520053,36645"
"KIWOOM 미국달러선물,138230,키움투자자산운용,통화,미국달러,-,국내,일반,50.97308,36603.75"
"KODEX 건설,117700,삼성자산운용,주식,섹터,산업재,국내,일반,434.171233,36576"
"RISE 팔란티어고정테크100,0047R0,케이비자산운용,주식,테마,기타,미국,일반,745.366661,36506.25"
"TIGER 유로스탁스50(합성 H),195930,미래에셋자산운용,주식,시장대표,-,유럽,일반,135.26108,35910"
"SOL 국제금커버드콜액티브,0022T0,신한자산운용,원자재,금속,금,미국,일반,1521.356634,35771.5"
"TIGER 글로벌AI사이버보안,418670,미래에셋자산운용,주식,테마,로보틱스 & AI,글로벌,일반,541.561036,35742.2"
"KODEX 미국S&P500배당귀족커버드콜(합성 H),276970,삼성자산운용,주식,주식파생,커버드콜,미국,일반,376.345875,35344"
"RISE 글로벌리얼티인컴,475380,케이비자산운용,부동산,리츠,-,글로벌,일반,171.582952,35328"
"TIGER 200타겟위클리커버드콜,0104N0,미래에셋자산운용,주식,주식파생,커버드콜,국내,일반,4324.463259,35122.5"
"FOCUS AI코리아액티브,448570,브이아이자산운용,주식,시장대표,-,국내,일반,4.543455,35112"
"KODEX 미국달러선물레버리지,261250,삼성자산운용,통화,미국달러,-,국내,2X 레버리지,958.710883,34980.4"
"KODEX 미국S&P500테크놀로지,463680,삼성자산운용,주식,섹터,정보기술,미국,일반,899.128057,34730"
"RISE 미국30년국채액티브,481340,케이비자산운용,채권,국공채,장기,미국,일반,381.922814,34701.25"
"TIGER 게임TOP10,364990,미래에셋자산운용,주식,테마,게임&엔터&스포츠,국내,일반,456.877108,34593.75"
"KODEX 일본부동산리츠(H),352540,삼성자산운용,부동산,리츠,-,일본,일반,755.95518,34426"
"PLUS 코리아밸류업,495040,한화자산운용,주식,시장대표,-,국내,일반,44.56667,34337.5"
"KODEX 인도타타그룹,477730,삼성자산운용,주식,스타일,그룹주,인도,일반,118.006345,34132.5"
"SOL 반도체전공정,475300,신한자산운용,주식,섹터,반도체,국내,일반,1943.556527,34114.25"
"KODEX 미국부동산리츠(H),352560,삼성자산운용,부동산,리츠,-,미국,일반,945.861895,33943.5"
"SOL KIS단기통안채,363510,신한자산운용,채권,국공채,단기,국내,일반,0.1113,33835.2"
"RISE 미국AI테크액티브,495940,케이비자산운용,주식,테마,로보틱스 & AI,미국,일반,143.68094,33813"
"TIGER 200 건설,139220,미래에셋자산운용,주식,섹터,산업재,국내,일반,760.594743,33620"
"RISE 코리아금융고배당,498860,케이비자산운용,주식,스타일,배당,국내,일반,587.22244,33588"
"KODEX 한국대만IT프리미어,298770,삼성자산운용,주식,섹터,정보기술,아시아,일반,563.804057,33465"
"WON 미국우주항공방산,440910,우리자산운용,주식,테마,방산,미국,일반,377.393312,33457.5"
"RISE AI반도체TOP10,0093A0,케이비자산운용,주식,테마,로보틱스 & AI,국내,일반,3623.422212,33454.75"
"HANARO 전력설비투자,491820,엔에이치아문디자산운용,주식,테마,전력인프라,국내,일반,1814.227487,33297"
"KoAct 배당성장액티브,476850,삼성액티브자산운용,주식,스타일,배당,국내,일반,164.928415,33110"
"HANARO 32-10 국고채액티브,448490,엔에이치아문디자산운용,채권,국공채,장기,국내,일반,359.5106,33073.88"
"PLUS 미국나스닥테크,287180,한화자산운용,주식,섹터,정보기술,미국,일반,62.224515,32916"
"PLUS 미국단기회사채(AAA~A),332610,한화자산운용,채권,회사채,단기,미국,일반,1249.3772,32828.16"
"SOL 미국배당다우존스2호,493420,신한자산운용,주식,스타일,배당,미국,일반,71.400945,32768"
"KIWOOM 국고채10년레버리지,167860,키움투자자산운용,채권,국공채,장기,국내,2X 레버리지,557.95918,32755.5"
"WON 미국빌리어네어,489290,우리자산운용,주식,테마,기타,미국,일반,549.091515,32670"
"PLUS 미국장기우량회사채,332620,한화자산운용,채권,회사채,장기,미국,일반,100.777362,32626.655"
"KODEX 보험,140700,삼성자산운용,주식,섹터,금융,국내,일반,669.363233,32279"
"KODEX 구리선물(H),138910,삼성자산운용,원자재,금속,구리,글로벌,일반,2808.374116,32185"
"KODEX 차이나AI테크액티브,428510,삼성자산운용,주식,테마,로보틱스 & AI,중국,일반,2673.705781,32091"
"KODEX 200롱코스닥150숏선물,360140,삼성자산운용,주식,스타일,롱숏,국내,일반,8.74799,31987"
"TIMEFOLIO K신재생에너지액티브,404120,타임폴리오자산운용,주식,스타일,ESG,국내,일반,4544.394724,31752"
"KIWOOM 독일DAX,411860,키움투자자산운용,주식,시장대표,-,독일,일반,125.648895,31711"
"HANARO 코리아밸류업,495750,엔에이치아문디자산운용,주식,시장대표,-,국내,일반,3.693965,31705.5"
"TIGER 코스닥150바이오테크,261070,미래에셋자산운용,주식,섹터,헬스케어,국내,일반,333.910424,31200"
"TIGER 코리아배당다우존스위클리커버드콜,0104P0,미래에셋자산운용,주식,주식파생,커버드콜,국내,일반,2531.341192,31184"
"1Q 미국나스닥100,0069M0,하나자산운용,주식,시장대표,-,미국,일반,743.42227,31077"
"RISE 미국반도체NYSE(H),469050,케이비자산운용,주식,섹터,반도체,미국,일반,105.828435,30959.75"
"KODEX 3대농산물선물(H),271060,삼성자산운용,원자재,농산물,혼합,글로벌,일반,482.659615,30942.45"
"KODEX TDF2060액티브,0082V0,삼성자산운용,혼합자산,자산배분,TDF,글로벌,일반,409.2069,30609.5"
"KODEX 일본TOPIX100,101280,삼성자산운용,주식,시장대표,-,일본,일반,190.422621,30512.2"
"TIGER 200 금융,139270,미래에셋자산운용,주식,섹터,금융,국내,일반,828.10946,30202.2"
"TIGER 200IT레버리지,243880,미래에셋자산운용,주식,섹터,정보기술,국내,2X 레버리지,472.50424,30065.75"
"SOL 전고체배터리&실리콘음극재,0005D0,신한자산운용,주식,테마,2차전지(배터리),국내,일반,1007.815359,29996.25"
"KIWOOM 국고채3년,114470,키움투자자산운용,채권,국공채,중기,국내,일반,19.469805,29860.65"
"KIWOOM 미국S&P500(H),449780,키움투자자산운용,주식,시장대표,-,미국,일반,520.70902,29799"
"TIGER 글로벌클라우드컴퓨팅INDXX,371450,미래에셋자산운용,주식,테마,클라우드컴퓨팅,글로벌,일반,198.990352,29772.4"
"TIGER 인도니프티50레버리지(합성),236350,미래에셋자산운용,주식,시장대표,-,인도,2X 레버리지,60.666074,29241"
"TIGER 모멘텀,147970,미래에셋자산운용,주식,퀀트,모멘텀,국내,일반,327.139559,29183.4"
"ACE 미국10년국채액티브,0085P0,한국투자신탁운용,채권,국공채,장기,미국,일반,427.807795,28952"
"KODEX 미국테크 TOP3 플러스,491090,삼성자산운용,주식,테마,빅테크,미국,일반,567.347932,28946.5"
"PLUS 미국S&P500성장주,494410,한화자산운용,주식,퀀트,성장,미국,일반,122.632926,28819"
"RISE 내수주플러스,326230,케이비자산운용,주식,테마,내수소비,국내,일반,25.28694,28685.8"
"SOL 미국AI반도체칩메이커,479620,신한자산운용,주식,섹터,반도체,미국,일반,161.336514,28369"
"KODEX 유럽탄소배출권선물ICE(H),400570,삼성자산운용,기타,탄소배출권,-,유럽,일반,125.887386,28308.7"
"DAISHIN343 AI반도체&인프라액티브,486240,대신자산운용,주식,테마,로보틱스 & AI,국내,일반,50.424599,28275"
"KODEX IT,266370,삼성자산운용,주식,섹터,정보기술,국내,일반,652.21084,28275"
"마이티 다이나믹퀀트액티브,442260,디비자산운용,주식,퀀트,혼합,국내,일반,6.97284,28198.8"
"RISE 글로벌테크놀로지(합성 H),276650,케이비자산운용,주식,섹터,정보기술,글로벌,일반,29.357655,28050"
"KODEX 탄소효율그린뉴딜,375770,삼성자산운용,주식,스타일,ESG,국내,일반,11.547197,27972"
"KODEX 33-06 국고채액티브,457690,삼성자산운용,채권,국공채,장기,국내,일반,146.95407,27912.9"
"TIGER 차이나AI소프트웨어,0067Y0,미래에셋자산운용,주식,테마,로보틱스 & AI,중국,일반,1766.604952,27900.5"
"ACE 일본TOPIX레버리지(H),196030,한국투자신탁운용,주식,시장대표,-,일본,2X 레버리지,5.08004,27897.5"
"RISE 게임테마,300640,케이비자산운용,주식,테마,게임&엔터&스포츠,국내,일반,153.927431,27821.75"
"RISE 200선물레버리지,252400,케이비자산운용,주식,시장대표,-,국내,2X 레버리지,496.335271,27600"
"ACE BYD밸류체인액티브,0079X0,한국투자신탁운용,주식,테마,차세대모빌리티,중국,일반,7077.856835,27511"
"TIGER 유로스탁스배당30,245350,미래에셋자산운용,주식,스타일,배당,유럽,일반,124.729166,26928"
"KODEX 미국금융테크액티브,0028X0,삼성자산운용,주식,테마,기타,미국,일반,223.990132,26778.25"
"ACE 구글밸류체인액티브,483340,한국투자신탁운용,주식,테마,클라우드컴퓨팅,미국,일반,566.971507,26750"
"KODEX 미국S&P500에너지(합성),218420,삼성자산운용,주식,섹터,에너지,미국,일반,102.483799,26749.68"
"KIWOOM 글로벌AI반도체,473490,키움투자자산운용,주식,테마,로보틱스 & AI,글로벌,일반,137.291199,26747"
"PLUS 코스피50,122090,한화자산운용,주식,시장대표,-,국내,일반,655.002425,26709.75"
"KODEX KRX300,292190,삼성자산운용,주식,시장대표,-,국내,일반,101.464915,26574"
"SOL 코스닥150,450910,신한자산운용,주식,시장대표,-,국내,일반,8.60166,26548.9"
"RISE AI전력인프라,0101N0,케이비자산운용,주식,테마,로보틱스 & AI,국내,일반,8830.578222,26496.25"
"KIWOOM 한국고배당&미국AI테크,0097L0,키움투자자산운용,주식,테마,기타,글로벌,일반,2499.242884,26225"
"TIMEFOLIO 코리아밸류업액티브,495060,타임폴리오자산운용,주식,시장대표,-,국내,일반,486.748751,26170"
"TIGER AI코리아그로스액티브,365040,미래에셋자산운용,주식,시장대표,-,국내,일반,117.850565,25965"
"ACE 미국하이일드액티브(H),455660,한국투자신탁운용,채권,혼합,종합,글로벌,일반,435.442639,25753"
"KODEX 에너지화학,117460,삼성자산운용,주식,섹터,소재,국내,일반,200.846038,25692.8"
"KODEX 미국나스닥100선물인버스(H),409810,삼성자산운용,주식,시장대표,-,미국,1X 인버스,1713.087847,25486.5"
"RISE 미국단기투자등급회사채액티브,437350,케이비자산운용,채권,회사채,단기,미국,일반,219.565022,25389.25"
"KODEX 철강,117680,삼성자산운용,주식,섹터,소재,국내,일반,342.500413,25356.8"
"KODEX 글로벌로봇(합성),276990,삼성자산운용,주식,테마,로보틱스 & AI,글로벌,일반,156.635875,25341.15"
"PLUS 200TR,491220,한화자산운용,주식,시장대표,-,국내,일반,42.103005,25247.25"
"ACE 코스닥150,354500,한국투자신탁운용,주식,시장대표,-,국내,일반,257.310601,25236"
"RISE 중장기국공채액티브,272570,케이비자산운용,채권,국공채,종합,국내,일반,3.91149,25129.125"
"PLUS K방산레버리지,0104G0,한화자산운용,주식,테마,방산,국내,일반,2354.5434,25008"
"KoAct 미국천연가스인프라액티브,497780,삼성액티브자산운용,주식,섹터,에너지,미국,일반,276.057415,24947"
"KODEX 차이나A50,169950,삼성자산운용,주식,시장대표,-,중국,일반,27.14889,24850"
"KODEX 차이나과창판STAR50(합성),415340,삼성자산운용,주식,시장대표,-,중국,일반,2235.780342,24753.15"
"TIGER 글로벌이노베이션액티브,387270,미래에셋자산운용,주식,시장대표,-,미국,일반,62.961075,24733.25"
"KODEX 미국S&P500액티브,0041E0,삼성자산운용,주식,시장대표,-,미국,일반,311.98483,24671.5"
"ACE ESG액티브,385590,한국투자신탁운용,주식,스타일,ESG,국내,일반,1.040125,24610"
"KODEX iShares미국투자등급회사채액티브,468630,삼성자산운용,채권,회사채,종합,미국,일반,169.57683,24391.6"
"HK 200,491700,흥국자산운용,주식,시장대표,-,국내,일반,0.289735,24125"
"KODEX WTI원유선물인버스(H),271050,삼성자산운용,원자재,에너지,원유,글로벌,1X 인버스,4432.018918,24067.75"
"PLUS KOFR금리,453010,한화자산운용,기타,금리,-,국내,일반,48.060787,23976.29"
"TIGER 미국나스닥100ETF선물,483240,미래에셋자산운용,주식,시장대표,-,미국,일반,45.220985,23910"
"TIGER S&P글로벌헬스케어(합성),248270,미래에셋자산운용,주식,섹터,헬스케어,글로벌,일반,483.648881,23841"
"PLUS 글로벌희토류&전략자원생산기업,415920,한화자산운용,주식,섹터,소재,글로벌,일반,3785.012568,23652"
"KODEX 테슬라밸류체인FactSet,459560,삼성자산운용,주식,테마,차세대모빌리티,글로벌,일반,139.794591,23634"
"KODEX 인도Nifty50레버리지(합성),453820,삼성자산운용,주식,시장대표,-,인도,2X 레버리지,137.061611,23632.5"
"TIGER 200커버드콜,289480,미래에셋자산운용,주식,주식파생,커버드콜,국내,일반,141.327934,23556"
"TIGER 미국방산TOP10,494840,미래에셋자산운용,주식,테마,방산,미국,일반,626.416105,23409.75"
"KIWOOM 팔란티어미국30년국채혼합액티브(H),0015F0,키움투자자산운용,혼합자산,자산배분,채권혼합,미국,일반,208.171918,23310"
"KODEX KRX300레버리지,306950,삼성자산운용,주식,시장대표,-,국내,2X 레버리지,4.21492,23080"
"KCGI 미국S&P500 TOP10,483570,케이씨지아이자산운용,주식,규모,대형주,미국,일반,67.631505,23064"
"KIWOOM 미국성장기업30액티브,459790,키움투자자산운용,주식,퀀트,성장,미국,일반,1.601325,22997.25"
"BNK 주주가치액티브,445690,BNK자산운용,주식,스타일,기타,국내,일반,24.05505,22944"
"SOL 국고채3년,438560,신한자산운용,채권,국공채,중기,국내,일반,53.02369,22844.77"
"TIGER 미국AI반도체팹리스,491830,미래에셋자산운용,주식,테마,로보틱스 & AI,미국,일반,276.71502,22679.25"
"ACE 일본Nikkei225(H),238720,한국투자신탁운용,주식,시장대표,-,일본,일반,143.096045,22673"
"PLUS 선진국MSCI(합성 H),195970,한화자산운용,주식,시장대표,-,글로벌,일반,133.60989,22568"
"TIGER 미국달러선물인버스2X,261120,미래에셋자산운용,통화,미국달러,-,국내,2X 인버스,84.22756,22554"
"KODEX 게임산업,300950,삼성자산운용,주식,테마,게임&엔터&스포츠,국내,일반,319.300029,22539"
"PLUS 글로벌휴머노이드로봇액티브,0035T0,한화자산운용,주식,테마,로보틱스 & AI,글로벌,일반,988.328704,22506"
"PLUS 미국S&P500,429760,한화자산운용,주식,시장대표,-,미국,일반,77.853425,22464"
"ACE 미국달러단기채권액티브,440650,한국투자신탁운용,채권,혼합,단기,미국,일반,1006.686388,22448.5"
"HANARO 글로벌피지컬AI액티브,0040S0,엔에이치아문디자산운용,주식,테마,로보틱스 & AI,글로벌,일반,586.699537,22366.25"
"RISE 삼성그룹Top3채권혼합,448630,케이비자산운용,혼합자산,자산배분,채권혼합,국내,일반,256.074165,22197"
"RISE 차이나HSCEI(H),250730,케이비자산운용,주식,시장대표,-,중국,일반,92.007575,21850"
"PLUS 국채선물3년,298340,한화자산운용,채권,국공채,중기,국내,일반,0.171465,21490.28"
"ACE 미국10년국채액티브(H),0085N0,한국투자신탁운용,채권,국공채,장기,미국,일반,407.353755,21441"
"SOL 차이나육성산업액티브(합성),415760,신한자산운용,주식,시장대표,-,중국,일반,1566.401415,21294"
"ACE 마이크로소프트밸류체인액티브,483330,한국투자신탁운용,주식,테마,로보틱스 & AI,글로벌,일반,458.166605,21188.5"
"UNICORN SK하이닉스밸류체인액티브,494220,현대자산운용주식회사,주식,섹터,반도체,국내,일반,1352.270345,20810.25"
"KODEX 53-09 국고채액티브,457700,삼성자산운용,채권,국공채,장기,국내,일반,242.93174,20614.05"
"HANARO K고배당,322410,엔에이치아문디자산운용,주식,스타일,배당,국내,일반,169.643671,20364"
"RISE 미국휴머노이드로봇,0036R0,케이비자산운용,주식,테마,로보틱스 & AI,미국,일반,933.654137,20350.75"
"파워 코스피100,140950,교보악사자산운용,주식,시장대표,-,국내,일반,15.804325,20314"
"1Q 샤오미밸류체인액티브,0094X0,하나자산운용,주식,테마,기타,중국,일반,2586.800242,20277"
"TIGER TSMC파운드리밸류체인,453950,미래에셋자산운용,주식,섹터,반도체,글로벌,일반,223.139585,20186.25"
"TIMEFOLIO 미국배당다우존스액티브,0036D0,타임폴리오자산운용,주식,스타일,배당,미국,일반,233.545921,20163"
"ACE FTSE WGBI Korea,0010E0,한국투자신탁운용,채권,국공채,종합,국내,일반,1.706865,20053"
"RISE 미국반도체NYSE,469060,케이비자산운용,주식,섹터,반도체,미국,일반,54.69987,20025.5"
"PLUS 애플채권혼합,447660,한화자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,249.84381,20010.5"
"HK 머니마켓액티브,0113P0,흥국자산운용,채권,혼합,단기,국내,일반,9.30215,20005"
"에셋플러스 차이나일등기업포커스10액티브,474920,에셋플러스자산운용,주식,시장대표,-,중국,일반,90.131895,19936.8"
"HANARO Fn K-푸드,438900,엔에이치아문디자산운용,주식,테마,기타,국내,일반,491.401488,19840"
"TIGER 차이나클린에너지SOLACTIVE,396510,미래에셋자산운용,주식,테마,친환경에너지,중국,일반,248.262351,19825"
"KODEX S&P글로벌인프라(합성),269420,삼성자산운용,주식,테마,인프라스트럭처,글로벌,일반,958.706755,19740.24"
"RISE 차이나항셍테크,371150,케이비자산운용,주식,테마,빅테크,중국,일반,58.862381,19530"
"PLUS TDF2060액티브,433880,한화자산운용,혼합자산,자산배분,TDF,글로벌,일반,255.119335,19372"
"TIGER 우선주,261140,미래에셋자산운용,주식,스타일,기타,국내,일반,311.000045,19104"
"KIWOOM 미국고배당&AI테크,0107F0,키움투자자산운용,주식,테마,기타,미국,일반,3150.086383,18962"
"PLUS 미국배당증가성장주데일리커버드콜,494420,한화자산운용,주식,주식파생,커버드콜,미국,일반,240.785965,18840"
"PLUS 미국다우존스고배당주(합성 H),213630,한화자산운용,주식,스타일,배당,미국,일반,72.119484,18778.2"
"RISE 바이오TOP10액티브,0000Z0,케이비자산운용,주식,섹터,헬스케어,국내,일반,456.673132,18763"
"PLUS 글로벌수소&차세대연료전지,419650,한화자산운용,주식,테마,친환경에너지,글로벌,일반,822.71967,18669"
"KODEX 인도Nifty미드캡100,0000H0,삼성자산운용,주식,규모,중형주,인도,일반,231.67109,18576"
"KODEX 코스피대형주,337140,삼성자산운용,주식,규모,대형주,국내,일반,266.004435,18496.5"
"ACE 레버리지,152500,한국투자신탁운용,주식,시장대표,-,국내,2X 레버리지,51.82389,18427.5"
"HANARO 글로벌럭셔리S&P(합성),354350,엔에이치아문디자산운용,주식,섹터,경기소비재,글로벌,일반,133.08243,18391.8"
"PLUS 일본엔화초단기국채(합성),489000,한화자산운용,채권,국공채,단기,일본,일반,1016.713207,18252"
"TIGER 코스닥150선물인버스,250780,미래에셋자산운용,주식,시장대표,-,국내,1X 인버스,554.394784,18205"
"RISE 차이나테크TOP10위클리타겟커버드콜,0094L0,케이비자산운용,주식,주식파생,커버드콜,중국,일반,3323.027953,18184"
"TIGER 원유선물Enhanced(H),130680,미래에셋자산운용,원자재,에너지,원유,글로벌,일반,434.353527,18030.75"
"TIGER 한중반도체(합성),449690,미래에셋자산운용,주식,섹터,반도체,글로벌,일반,52.442032,17947.5"
"PLUS 미국테크TOP10레버리지(합성),461910,한화자산운용,주식,테마,빅테크,미국,2X 레버리지,118.496029,17892.5"
"TIGER 200 에너지화학,139250,미래에셋자산운용,주식,섹터,소재,국내,일반,221.123577,17850"
"RISE 글로벌수소경제,417450,케이비자산운용,주식,테마,친환경에너지,글로벌,일반,499.731976,17816"
"TIGER 리츠부동산인프라채권,341850,미래에셋자산운용,혼합자산,자산배분,채권혼합,국내,일반,9.378035,17741.5"
"ACE 미국IT인터넷S&P(합성 H),280320,한국투자신탁운용,주식,섹터,정보기술,미국,일반,2.348625,17700"
"RISE 200고배당커버드콜ATM,290080,케이비자산운용,주식,주식파생,커버드콜,국내,일반,82.773853,17608.5"
"RISE 테슬라미국채타겟커버드콜혼합(합성),0013R0,케이비자산운용,혼합자산,자산배분,채권혼합,미국,일반,125.853825,17577"
"ACE 아시아TOP50S&P,277540,한국투자신탁운용,주식,시장대표,-,아시아,일반,58.30322,17480"
"ACE 중국과창판STAR50,416090,한국투자신탁운용,주식,시장대표,-,중국,일반,2377.395927,17452.5"
"RISE 200금융,284980,케이비자산운용,주식,섹터,금융,국내,일반,164.37853,17317.8"
"RISE 글로벌주식분산액티브,459750,케이비자산운용,주식,시장대표,-,글로벌,일반,143.942415,17264.5"
"TIMEFOLIO 글로벌소비트렌드액티브,494180,타임폴리오자산운용,주식,테마,내수소비,글로벌,일반,36.726892,17114.5"
"에셋플러스 코리아플랫폼액티브,407820,에셋플러스자산운용,주식,스타일,기타,국내,일반,0.97823,17010"
"PLUS 우량회사채50,239660,한화자산운용,채권,회사채,단기,국내,일반,72.576505,16989"
"SOL 미국S&P500미국채혼합50,0080X0,신한자산운용,혼합자산,자산배분,채권혼합,미국,일반,1553.529316,16976"
"KODEX 미국S&P바이오(합성),185680,삼성자산운용,주식,섹터,헬스케어,미국,일반,113.986946,16900.76"
"KODEX 자율주행액티브,385520,삼성자산운용,주식,테마,차세대모빌리티,국내,일반,33.769075,16900"
"TIGER 글로벌멀티에셋TIF액티브,440340,미래에셋자산운용,혼합자산,자산배분,TIF,글로벌,일반,75.474847,16856.25"
"PLUS 국고채30년액티브,451600,한화자산운용,채권,국공채,장기,국내,일반,18.124225,16813.86"
"KODEX 필수소비재,266410,삼성자산운용,주식,섹터,필수소비재,국내,일반,156.699524,16780"
"HANARO 코스닥150,304770,엔에이치아문디자산운용,주식,시장대표,-,국내,일반,11.04911,16758"
"RISE 미국고정배당우선증권,354240,케이비자산운용,혼합자산,자산배분,주식혼합,미국,일반,49.942187,16667"
"KIWOOM 코스닥150,316670,키움투자자산운용,주식,시장대표,-,국내,일반,622.333585,16472.8"
"TIGER 은행,091220,미래에셋자산운용,주식,섹터,금융,국내,일반,93.224139,16401"
"RISE 채권혼합,183700,케이비자산운용,혼합자산,자산배분,주식혼합,국내,일반,14.508065,16380"
"ACE TDF2050액티브,0021E0,한국투자신탁운용,혼합자산,자산배분,TDF,글로벌,일반,650.42005,16370.5"
"RISE 미국S&P원유생산기업(합성 H),219390,케이비자산운용,주식,섹터,에너지,미국,일반,182.388941,16335"
"HANARO Fn전기&수소차,381560,엔에이치아문디자산운용,주식,테마,차세대모빌리티,국내,일반,64.429401,16225.75"
"TIGER 일본반도체FACTSET,465660,미래에셋자산운용,주식,섹터,반도체,일본,일반,169.708944,16203"
"RISE 미국S&P배당킹,460660,케이비자산운용,주식,스타일,배당,미국,일반,117.24881,16102.5"
"VITA MZ소비액티브,422260,한국투자밸류자산운용,주식,테마,내수소비,국내,일반,18.737875,16057.5"
"KoAct 글로벌양자컴퓨팅액티브,0020H0,삼성액티브자산운용,주식,테마,양자컴퓨팅,글로벌,일반,1329.422709,16051.5"
"PLUS 미국양자컴퓨팅TOP10,0023B0,한화자산운용,주식,테마,양자컴퓨팅,미국,일반,809.803147,15930"
"ACE 미국배당퀄리티채권혼합50,0049K0,한국투자신탁운용,혼합자산,자산배분,채권혼합,글로벌,일반,74.036569,15870"
"TIGER 금은선물(H),139320,미래에셋자산운용,원자재,금속,혼합,글로벌,일반,983.495911,15822.25"
"ACE 러시아MSCI(합성),265690,한국투자신탁운용,주식,시장대표,-,러시아,일반,[object Object],15789.75"
"KODEX 우량주,275300,삼성자산운용,주식,퀀트,퀄리티,국내,일반,444.19166,15652"
"RISE V&S셀렉트밸류채권혼합,241390,케이비자산운용,혼합자산,자산배분,주식혼합,국내,일반,23.07157,15606"
"KODEX 기계장비,102960,삼성자산운용,주식,섹터,산업재,국내,일반,105.646479,15569.4"
"파워 K-주주가치액티브,491510,교보악사자산운용,주식,스타일,기타,국내,일반,1.213065,15552"
