"Name,Ticker/Code,발행사,자산,전략,세부전략,지역,추적배수,거래대금(백만),시가총액(백만)"
"KODEX 미국30년국채울트라선물인버스(H),304670,삼성자산운용,채권,국공채,장기,미국,1X 인버스,2.62582,5807.5"
"KODEX 밸류Plus,244670,삼성자산운용,주식,퀀트,가치,국내,일반,38.709858,5781"
"KIWOOM 글로벌전력GRID인프라,489860,키움투자자산운용,주식,테마,전력인프라,글로벌,일반,123.861625,5766.75"
"BNK 온디바이스AI,487750,BNK자산운용,주식,테마,로보틱스 & AI,국내,일반,125.86001,5742"
"ACE 일본반도체,469160,한국투자신탁운용,주식,섹터,반도체,일본,일반,19.463655,5730"
"HANARO Fn K-메타버스MZ,402460,엔에이치아문디자산운용,주식,테마,메타버스,국내,일반,6.970125,5701.5"
"KIWOOM K-2차전지북미공급망,488200,키움투자자산운용,주식,테마,2차전지(배터리),국내,일반,21.132756,5698"
"ACE Fn성장소비주도주,226380,한국투자신탁운용,주식,테마,내수소비,국내,일반,4.450115,5688"
"KODEX 경기소비재,266390,삼성자산운용,주식,섹터,경기소비재,국내,일반,12.044025,5682"
"RISE 국채선물3년,432600,케이비자산운용,채권,국공채,중기,국내,일반,0.22226,5667.63"
"RISE 글로벌농업경제,437370,케이비자산운용,주식,테마,기타,글로벌,일반,9.693589,5655"
"PLUS 코스닥150,301400,한화자산운용,주식,시장대표,-,국내,일반,9.49696,5648"
"TIGER 200 경기소비재,139290,미래에셋자산운용,주식,섹터,경기소비재,국내,일반,61.136255,5600"
"BNK 2차전지양극재,466810,BNK자산운용,주식,테마,2차전지(배터리),국내,일반,114.083729,5580"
"TIGER 라틴35,105010,미래에셋자산운용,주식,시장대표,-,남미,일반,39.647072,5560.5"
"HANARO 농업융복합산업,314700,엔에이치아문디자산운용,주식,테마,기타,국내,일반,0.69718,5527.5"
"RISE 미국장기국채선물인버스(H),267450,케이비자산운용,채권,국공채,장기,미국,1X 인버스,0.1839,5410"
"TIGER 코스닥150IT,261060,미래에셋자산운용,주식,섹터,정보기술,국내,일반,99.882159,5366.9"
"KODEX 콩선물(H),138920,삼성자산운용,원자재,농산물,콩,글로벌,일반,64.51824,5365"
"SOL 유럽탄소배출권선물인버스ICE(H),459370,신한자산운용,기타,탄소배출권,-,유럽,1X 인버스,16.02076,5350"
"RISE 국채선물5년추종,397420,케이비자산운용,채권,국공채,중기,국내,일반,0.208245,5308.59"
"KODEX 멀티에셋하이인컴(H),321410,삼성자산운용,혼합자산,자산배분,EMP,미국,일반,0.37613,5225"
"ACE 필리핀MSCI(합성),261920,한국투자신탁운용,주식,시장대표,-,필리핀,일반,31.3572,5146"
"RISE 팔라듐선물(H),334690,케이비자산운용,원자재,금속,팔라듐,글로벌,일반,217.968495,5112"
"TIGER 200 철강소재,139240,미래에셋자산운용,주식,섹터,소재,국내,일반,117.917127,5057.8"
"SOL 미국테크TOP10인버스(합성),481200,신한자산운용,주식,테마,빅테크,미국,1X 인버스,0.536275,5024"
"SOL 차이나강소기업CSI500(합성 H),220130,신한자산운용,주식,시장대표,-,중국,일반,33.935365,4852"
"KoAct 테크핵심소재공급망액티브,482030,삼성액티브자산운용,주식,테마,기타,국내,일반,32.506155,4719"
"HANARO 주주가치성장코리아액티브,482870,엔에이치아문디자산운용,주식,스타일,기타,국내,일반,34.38672,4665.5"
"TIGER 200 생활소비재,227560,미래에셋자산운용,주식,섹터,필수소비재,국내,일반,97.32172,4662"
"PLUS 신흥국MSCI인버스(합성 H),373530,한화자산운용,주식,시장대표,-,글로벌,1X 인버스,0.4474,4648.8"
"KIWOOM 미국블록버스터바이오테크의약품+,483030,키움투자자산운용,주식,섹터,헬스케어,미국,일반,38.8309,4632.5"
"UNICORN 포스트IPO액티브,476000,현대자산운용주식회사,주식,테마,IPO&SPAC,국내,일반,22.63386,4599"
"1Q 미국배당TOP30,0004G0,하나자산운용,주식,스타일,배당,미국,일반,42.57337,4597.5"
"FOCUS KRX300,292730,브이아이자산운용,주식,시장대표,-,국내,일반,0.04653,4579"
"RISE 글로벌비만산업TOP2+,476310,케이비자산운용,주식,섹터,헬스케어,글로벌,일반,61.515683,4562.25"
"HANARO Fn골프테마,407300,엔에이치아문디자산운용,주식,테마,게임&엔터&스포츠,국내,일반,1.672895,4534.75"
"TIGER 코스피중형주,277650,미래에셋자산운용,주식,규모,중형주,국내,일반,1.767275,4503.75"
"KODEX 퀄리티Plus,244660,삼성자산운용,주식,퀀트,퀄리티,국내,일반,[object Object],4500"
"TIGER 방송통신,098560,미래에셋자산운용,주식,섹터,커뮤니케이션서비스,국내,일반,30.421308,4342"
"PLUS ESG가치주액티브,395750,한화자산운용,주식,퀀트,가치,국내,일반,0.26266,4206"
"TIGER KRX기후변화솔루션,404540,미래에셋자산운용,주식,스타일,ESG,국내,일반,28.07006,4009.5"
"KIWOOM 200선물인버스2X,253230,키움투자자산운용,주식,시장대표,-,국내,2X 인버스,25.097257,3963.6"
"KIWOOM 차이나내수소비TOP CSI,454180,키움투자자산운용,주식,테마,내수소비,중국,일반,24.509695,3850"
"TIGER 200에너지화학레버리지,243890,미래에셋자산운용,주식,섹터,소재,국내,2X 레버리지,41.662735,3840"
"PLUS 중형주저변동50,266550,한화자산운용,주식,규모,중형주,국내,일반,0.852075,3742.5"
"RISE 차이나H선물인버스(H),291680,케이비자산운용,주식,시장대표,-,중국,1X 인버스,1.62366,3667.5"
"RISE 200선물인버스,252410,케이비자산운용,주식,시장대표,-,국내,1X 인버스,28.28641,3654"
"PLUS 200선물인버스2X,253160,한화자산운용,주식,시장대표,-,국내,2X 인버스,24.81305,3613.5"
"KODEX 골드선물인버스(H),280940,삼성자산운용,원자재,금속,금,글로벌,1X 인버스,62.955915,3582"
"PLUS 스마트베타Quality채권혼합,238670,한화자산운용,혼합자산,자산배분,주식혼합,국내,일반,17.047015,3568.5"
"HANARO KAP초장기국고채,346000,엔에이치아문디자산운용,채권,국공채,장기,국내,일반,17.73667,3222"
"KIWOOM 코스닥150선물인버스,291620,키움투자자산운용,주식,시장대표,-,국내,1X 인버스,5.813225,3049.8"
"HANARO 코스닥150선물레버리지,306530,엔에이치아문디자산운용,주식,시장대표,-,국내,2X 레버리지,22.96759,2884.5"
"HANARO 200선물인버스,306520,엔에이치아문디자산운용,주식,시장대표,-,국내,1X 인버스,2.26971,2560.25"
"KIWOOM 200선물인버스,253240,키움투자자산운용,주식,시장대표,-,국내,1X 인버스,14.08133,2454"
"UNICORN 생성형AI강소기업액티브,470310,현대자산운용주식회사,주식,테마,로보틱스 & AI,국내,일반,7.08371,2397.5"
"KIWOOM 코스닥150선물레버리지,291630,키움투자자산운용,주식,시장대표,-,국내,2X 레버리지,52.352569,2392.5"
"TIGER 200동일가중,252000,미래에셋자산운용,주식,스타일,동일가중,국내,일반,1.69753,2211"
"RISE 팔라듐선물인버스(H),334700,케이비자산운용,원자재,금속,팔라듐,글로벌,1X 인버스,12.179085,2105"
"ACE 미국빅테크TOP7 Plus인버스(합성),465620,한국투자신탁운용,주식,테마,빅테크,미국,1X 인버스,1.09549,2037.5"
"ACE 인버스,145670,한국투자신탁운용,주식,시장대표,-,국내,1X 인버스,20.298955,1975"
"RISE 코스닥150선물인버스,275750,케이비자산운용,주식,시장대표,-,국내,1X 인버스,0.427135,1809.5"
"TIGER BBIG레버리지,412560,미래에셋자산운용,주식,테마,뉴딜,국내,2X 레버리지,15.3114,1725"
"PLUS 글로벌AI인프라,489010,한화자산운용,주식,테마,로보틱스 & AI,글로벌,일반,7.743299,1520.5"
"PLUS 코스닥150선물인버스,301410,한화자산운용,주식,시장대표,-,국내,1X 인버스,0.827935,1486.5"
